Time,Velocity,GForce,Acceleration,Thrust,TWR,AltitudeFromTerrain,AltitudeFromSea,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,TargetDistance,TargetVelocity,StageDeltaV,VesselDeltaV,Pressure,
6993,1991,0,0,300,0.39,148913.87,-694.75,554.15,0.64,-127.47,154461,130453,0.56,2205,948066.94,2727.48,44,44,0,
6996,1991,0,0,300,0.39,148936.21,-798.09,548.24,0.64,-126.91,154461,130453,0.56,2205,946613.06,2724.49,44,44,0,
7000,1992,0,0,300,0.39,148959.09,-792.18,542.2,0.64,-126.33,154461,130453,0.56,2206,945124.62,2721.43,44,44,0,
7004,1992,0,0,300,0.39,148982.53,-826.57,536.02,0.65,-125.74,154461,130453,0.56,2206,943601.5,2718.3,44,44,0,
7007,1992,0,0,300,0.39,149006.51,-945.97,529.72,0.65,-125.14,154461,130453,0.56,2206,942043.5,2715.11,44,44,0,
7011,1993,0,0,300,0.39,149031.05,-946.92,523.28,0.65,-124.52,154461,130453,0.56,2207,940450.5,2711.84,44,44,0,
7015,1993,0,0,300,0.39,149055.94,-969.14,516.76,0.65,-123.9,154461,130453,0.56,2207,938835.5,2708.54,44,44,0,
7019,1993,0,0,300,0.39,149080.89,-943.53,510.25,0.65,-123.28,154461,130453,0.56,2207,937217.69,2705.23,44,44,0,
7023,1994,0,0,300,0.39,149105.88,-883.16,503.72,0.65,-122.66,154461,130453,0.56,2207,935597,2701.92,44,44,0,
7027,1994,0,0,300,0.39,149130.92,-1049.53,497.2,0.66,-122.03,154461,130453,0.56,2208,933973.56,2698.61,44,44,0,
7031,1994,0,0,300,0.39,149156,-1010.65,490.68,0.66,-121.41,154461,130453,0.56,2208,932347.31,2695.3,44,44,0,
7035,1994,0,0,300,0.39,149181.11,-976.49,484.15,0.66,-120.79,154461,130453,0.56,2208,930718.38,2691.98,44,44,0,
7039,1995,0,0,300,0.39,149206.27,-1086.32,477.62,0.66,-120.16,154461,130453,0.56,2208,929086.69,2688.67,44,44,0,
7043,1995,0,0,300,0.39,149231.45,-1038.84,471.09,0.66,-119.54,154461,130453,0.56,2209,927452.31,2685.35,44,44,0,
7047,1995,0,0,300,0.39,149256.67,-1009.18,464.56,0.66,-118.91,154461,130453,0.56,2209,925815.38,2682.03,44,44,0,
7051,1996,0,0,300,0.39,149281.91,-1019,458.03,0.66,-118.29,154461,130453,0.56,2209,924175.69,2678.71,44,44,0,
7055,1996,0,0,300,0.39,149307.17,-1113.03,451.5,0.66,-117.67,154461,130453,0.56,2210,922533.5,2675.38,44,44,0,
7059,1996,0,0,300,0.39,149332.45,-1071.46,444.96,0.66,-117.04,154461,130453,0.56,2210,920888.81,2672.06,44,44,0,
7063,1996,0,0,300,0.39,149357.75,-1003.62,438.42,0.66,-116.42,154461,130453,0.56,2210,919241.5,2668.73,44,44,0,
7067,1997,0,0,300,0.39,149383.06,-1097.37,431.88,0.66,-115.79,154461,130453,0.56,2210,917591.81,2665.4,44,44,0,
7071,1997,0,0,300,0.39,149408.37,-920.58,425.34,0.67,-115.17,154461,130453,0.56,2211,915939.56,2662.07,44,44,0,
7075,1997,0,0,300,0.39,149433.69,-547.9,418.8,0.67,-114.54,154461,130453,0.56,2211,914284.88,2658.74,44,44,0,
7079,1997,0,0,300,0.39,149459.02,28.3,412.25,0.67,-113.92,154461,130453,0.56,2211,912627.88,2655.41,44,44,0,
7083,1998,0,0,300,0.39,149484.34,225.28,405.71,0.67,-113.29,154461,130453,0.56,2211,910968.44,2652.07,44,44,0,
7087,1998,0,0,300,0.39,149509.65,189.09,399.16,0.67,-112.67,154461,130453,0.56,2211,909306.69,2648.73,44,44,0,
7091,1998,0,0,300,0.39,149534.96,299.41,392.61,0.67,-112.04,154461,130453,0.56,2212,907642.69,2645.39,44,44,0,
7095,1998,0,0,300,0.39,149560.26,583.25,386.06,0.67,-111.42,154461,130453,0.56,2212,905976.31,2642.05,44,44,0,
7099,1999,0,0,300,0.39,149585.54,482.91,379.51,0.66,-110.79,154461,130453,0.56,2212,904307.81,2638.71,44,44,0,
7103,1999,0,0,300,0.39,149610.8,718.01,372.96,0.66,-110.17,154461,130453,0.56,2212,902637,2635.37,44,44,0,
7107,1999,0,0,300,0.39,149636.03,631.54,366.4,0.66,-109.54,154461,130453,0.56,2212,900964.06,2632.02,44,44,0,
7111,1999,0,0,300,0.39,149661.25,510.27,359.85,0.66,-108.91,154461,130453,0.56,2213,899289.06,2628.67,44,44,0,
7115,2000,0,0,300,0.39,149686.43,551.51,353.29,0.66,-108.29,154461,130453,0.56,2213,897611.81,2625.32,44,44,0,
7119,2000,0,0,300,0.39,149711.58,369.04,346.73,0.66,-107.66,154461,130453,0.56,2213,895932.62,2621.97,44,44,0,
7123,2000,0,0,300,0.39,149736.7,-384.52,340.17,0.66,-107.03,154461,130453,0.56,2213,894251.25,2618.62,44,44,0,
7127,2000,0,0,300,0.39,149761.78,-937.86,333.61,0.66,-106.41,154461,130453,0.56,2213,892568,2615.27,44,44,0,
7131,2000,0,0,300,0.39,149786.81,-995.55,327.05,0.66,-105.78,154461,130453,0.56,2214,890882.81,2611.91,44,44,0,
7135,2001,0,0,300,0.39,149811.8,-1041.52,320.49,0.66,-105.15,154461,130453,0.56,2214,889195.62,2608.56,44,44,0,
7139,2001,0,0,300,0.39,149836.74,-1077.91,313.93,0.66,-104.53,154461,130453,0.56,2214,887506.56,2605.2,44,44,0,
7143,2001,0,0,300,0.39,149861.63,-1101.93,307.36,0.66,-103.9,154461,130453,0.56,2214,885815.69,2601.84,44,44,0,
7147,2001,0,0,300,0.39,149886.46,-1085.1,300.8,0.65,-103.27,154461,130453,0.56,2214,884122.88,2598.48,44,44,0,
7151,2001,0,0,300,0.39,149911.23,-1136.71,294.23,0.65,-102.65,154461,130453,0.56,2214,882428.38,2595.11,44,44,0,
7155,2001,0,0,300,0.39,149935.94,-1055.61,287.66,0.65,-102.02,154461,130453,0.56,2215,880732.06,2591.75,44,44,0,
7159,2001,0,0,300,0.39,149960.58,-1010.15,281.09,0.65,-101.39,154461,130453,0.56,2215,879034.06,2588.38,44,44,0,
7163,2002,0,0,300,0.39,149985.16,-950.22,274.52,0.65,-100.76,154461,130453,0.56,2215,877334.31,2585.02,44,44,0,
7167,2002,0,0,300,0.39,150009.66,-1076.92,267.95,0.64,-100.14,154461,130453,0.56,2215,875633,2581.65,44,44,0,
7171,2002,0,0,300,0.39,150034.09,-1075.02,261.38,0.64,-99.51,154461,130453,0.56,2215,873930.12,2578.28,44,44,0,
7175,2002,0,0,300,0.39,150058.44,-1052.44,254.81,0.64,-98.88,154461,130453,0.56,2215,872225.5,2574.91,44,44,0,
7179,2002,0,0,300,0.39,150082.7,-1053.74,248.24,0.64,-98.25,154461,130453,0.56,2215,870519.5,2571.54,44,44,0,
7183,2002,0,0,300,0.39,150106.89,-1125.7,241.67,0.64,-97.62,154461,130453,0.56,2215,868811.88,2568.16,44,44,0,
7187,2002,0,0,300,0.39,150130.98,-1126.05,235.09,0.63,-97,154461,130453,0.56,2215,867102.88,2564.79,44,44,0,
7191,2003,0,0,300,0.39,150154.98,-965.22,228.52,0.63,-96.37,154461,130453,0.56,2216,865392.38,2561.41,44,44,0,
7195,2003,0,0,300,0.39,150178.88,-1126.98,221.95,0.63,-95.74,154461,130453,0.56,2216,863680.56,2558.03,44,44,0,
7199,2003,0,0,300,0.39,150202.69,-1063.83,215.37,0.63,-95.11,154461,130453,0.56,2216,861967.38,2554.65,44,44,0,
7203,2003,0,0,300,0.39,150226.4,-1158.04,208.8,0.62,-94.48,154461,130453,0.56,2216,860252.88,2551.27,44,44,0,
7207,2003,0,0,300,0.39,150250,-1126.83,202.22,0.62,-93.86,154461,130453,0.56,2216,858537,2547.89,44,44,0,
7211,2003,0,0,300,0.39,150273.49,-998.9,195.64,0.62,-93.23,154461,130453,0.56,2216,856820,2544.51,44,44,0,
7215,2003,0,0,300,0.39,150296.88,-988.25,189.07,0.61,-92.6,154461,130453,0.56,2216,855101.75,2541.12,44,44,0,
7219,2003,0,0,300,0.39,150320.15,-1117.8,182.49,0.61,-91.97,154461,130453,0.56,2216,853382.38,2537.74,44,44,0,
7223,2003,0,0,300,0.39,150343.3,-1118.7,175.92,0.61,-91.34,154461,130453,0.56,2216,851661.81,2534.35,44,44,0,
7227,2003,0,0,300,0.39,150366.33,-970.66,169.34,0.6,-90.71,154461,130453,0.56,2216,849940.25,2530.96,44,44,0,
7231,2003,0,0,300,0.39,150389.24,-963.03,162.76,0.6,-90.09,154461,130453,0.56,2216,848217.56,2527.57,44,44,0,
7235,2003,0,0,300,0.39,150412.02,-928.75,156.19,0.6,-89.46,154461,130453,0.56,2216,846493.81,2524.18,44,44,0,
7239,2003,0,0,300,0.39,150434.68,-739.92,149.61,0.59,-88.83,154461,130453,0.56,2216,844769.19,2520.79,44,44,0,
7243,2003,0,0,300,0.39,150457.2,251.94,143.03,0.59,-88.2,154461,130453,0.56,2216,843043.56,2517.4,44,44,0,
7247,2003,0,0,300,0.39,150479.58,254.79,136.46,0.59,-87.57,154461,130453,0.56,2216,841317.06,2514,44,44,0,
7251,2004,0,0,300,0.39,150501.83,477.86,129.88,0.58,-86.94,154461,130453,0.56,2216,839589.62,2510.61,44,44,0,
7255,2004,0,0,300,0.39,150523.94,494.7,123.31,0.58,-86.31,154461,130453,0.56,2216,837861.44,2507.21,44,44,0,
7259,2004,0,0,300,0.39,150545.9,516.16,116.73,0.57,-85.68,154461,130453,0.56,2217,836132.5,2503.81,44,44,0,
7263,2004,0,0,300,0.39,150567.71,746.8,110.16,0.57,-85.06,154461,130453,0.56,2217,834402.69,2500.41,44,44,0,
7267,2004,0,0,300,0.39,150589.38,853.13,103.59,0.57,-84.43,154461,130453,0.56,2217,832672.31,2497.01,44,44,0,
7271,2004,0,0,300,0.39,150610.89,886.13,97.02,0.56,-83.8,154461,130453,0.56,2217,830941.19,2493.61,44,44,0,
7275,2004,0,0,300,0.39,150632.25,1085.7,90.45,0.56,-83.17,154461,130453,0.56,2217,829209.44,2490.2,44,44,0,
7279,2004,0,0,300,0.39,150653.45,1460.57,83.88,0.55,-82.54,154461,130453,0.56,2217,827477.06,2486.8,44,44,0,
7283,2004,0,0,300,0.39,150674.48,1855.96,77.32,0.55,-81.91,154461,130453,0.56,2216,825744.19,2483.4,44,44,0,
7287,2003,0,0,300,0.39,150695.36,1770.45,70.76,0.54,-81.28,154461,130453,0.56,2216,824010.75,2479.99,44,44,0,
7291,2003,0,0,300,0.39,150716.06,1349.61,64.21,0.54,-80.66,154461,130453,0.56,2216,822276.88,2476.58,44,44,0,
7295,2003,0,0,300,0.39,150736.6,2214.01,57.66,0.53,-80.03,154461,130453,0.56,2216,820542.56,2473.17,44,44,0,
7299,2003,0,0,300,0.39,150756.96,4586.63,51.12,0.53,-79.4,154461,130453,0.56,2216,818807.81,2469.76,44,44,0,
7303,2003,0,0,300,0.39,150777.15,1882.25,44.59,0.52,-78.77,154461,130453,0.56,2216,817072.69,2466.35,44,44,0,
7307,2003,0,0,300,0.39,150797.16,906.96,38.08,0.52,-78.14,154461,130453,0.56,2216,815337.19,2462.94,44,44,0,
7311,2003,0,0,300,0.39,150816.99,744.15,31.61,0.51,-77.51,154461,130453,0.56,2216,813601.56,2459.53,44,44,0,
7315,2003,0,0,300,0.39,150836.64,565.43,25.18,0.51,-76.88,154461,130453,0.56,2216,811865.5,2456.11,44,44,0,
7319,2003,0,0,300,0.39,150856.1,307.39,18.87,0.5,-76.26,154461,130453,0.56,2216,810129.38,2452.7,44,44,0,
7323,2003,0,0,300,0.39,150875.37,333.33,12.83,0.5,-75.63,154461,130453,0.56,2216,808392.94,2449.28,44,44,0,
7327,2003,0,0,300,0.39,150894.45,-214.65,7.72,0.49,-75,154461,130453,0.56,2216,806656.5,2445.86,44,44,0,
7331,2003,0,0,300,0.39,150913.34,-671.37,6.43,0.49,-74.37,154461,130453,0.56,2216,804919.94,2442.44,44,44,0,
7335,2003,0,0,300,0.39,150932.03,-928.26,10.47,0.48,-73.74,154461,130453,0.56,2216,803183.25,2439.02,44,44,0,
7339,2003,0,0,300,0.39,150950.53,-928.72,16.26,0.48,-73.12,154461,130453,0.56,2216,801446.56,2435.6,44,44,0,
7343,2003,0,0,300,0.39,150968.82,-1027.1,22.48,0.47,-72.49,154461,130453,0.56,2216,799709.94,2432.18,44,44,0,
7347,2002,0,0,300,0.39,150986.91,-1036.11,28.87,0.46,-71.86,154461,130453,0.56,2216,797973.31,2428.76,44,44,0,
7351,2002,0,0,300,0.39,151004.8,-976.46,35.32,0.46,-71.23,154461,130453,0.56,2215,796236.81,2425.33,44,44,0,
7355,2002,0,0,300,0.39,151022.47,-1081.12,41.81,0.45,-70.6,154461,130453,0.56,2215,794500.38,2421.91,44,44,0,
7359,2002,0,0,300,0.39,151039.94,-1000.19,48.32,0.45,-69.98,154461,130453,0.56,2215,792764.19,2418.48,44,44,0,
7363,2002,0,0,300,0.39,151057.19,-915.02,54.85,0.44,-69.35,154461,130453,0.56,2215,791028.12,2415.05,44,44,0,
7367,2002,0,0,300,0.39,151074.23,-1030.22,61.39,0.44,-68.72,154461,130453,0.56,2215,789292.38,2411.62,44,44,0,
7371,2002,0,0,300,0.39,151091.05,-1003.26,67.93,0.43,-68.09,154461,130453,0.56,2215,787556.81,2408.19,44,44,0,
7375,2002,0,0,300,0.39,151107.65,-1035.23,74.47,0.42,-67.47,154461,130453,0.56,2215,785821.69,2404.76,44,44,0,
7379,2001,0,0,300,0.39,151124.03,-1049.86,81.02,0.42,-66.84,154461,130453,0.56,2215,784086.81,2401.33,44,44,0,
7383,2001,0,0,300,0.39,151140.19,-1041.19,87.58,0.41,-66.21,154461,130453,0.56,2214,782352.38,2397.9,44,44,0,
7387,2001,0,0,300,0.39,151156.12,-994.41,94.13,0.4,-65.58,154461,130453,0.56,2214,780618.38,2394.47,44,44,0,
7391,2001,0,0,300,0.39,151171.82,-1054.78,100.68,0.4,-64.96,154461,130453,0.56,2214,778884.75,2391.03,44,44,0,
7395,2001,0,0,300,0.39,151187.3,-1008.41,107.24,0.39,-64.33,154461,130453,0.56,2214,777151.69,2387.59,44,44,0,
7399,2001,0,0,300,0.39,151202.54,-1045.85,113.79,0.38,-63.7,154461,130453,0.56,2214,775419.12,2384.16,44,44,0,
7403,2000,0,0,300,0.39,151217.54,-1124.99,120.35,0.38,-63.08,154461,130453,0.56,2214,773687.19,2380.72,44,44,0,
7407,2000,0,0,300,0.39,151232.31,-1216.2,126.9,0.37,-62.45,154461,130453,0.56,2213,771955.81,2377.28,44,44,0,
7411,2000,0,0,300,0.39,151246.84,-1143.15,133.46,0.36,-61.82,154461,130453,0.56,2213,770225.12,2373.84,44,44,0,
7415,2000,0,0,300,0.39,151261.13,-1165.7,140.01,0.36,-61.2,154461,130453,0.56,2213,768495.06,2370.4,44,44,0,
7419,2000,0,0,300,0.39,151275.18,-1076.08,146.57,0.35,-60.57,154461,130453,0.56,2213,766765.75,2366.96,44,44,0,
7423,1999,0,0,300,0.39,151288.99,-1032.13,153.12,0.34,-59.94,154461,130453,0.56,2213,765037.12,2363.51,44,44,0,
7427,1999,0,0,300,0.39,151302.55,-1043.2,159.67,0.34,-59.32,154461,130453,0.56,2213,763309.31,2360.07,44,44,0,
7431,1999,0,0,300,0.39,151315.86,-1026.09,166.22,0.33,-58.69,154461,130453,0.56,2212,761582.25,2356.62,44,44,0,
7435,1999,0,0,300,0.39,151328.92,-1078.07,172.77,0.32,-58.06,154461,130453,0.56,2212,759856.19,2353.18,44,44,0,
7439,1999,0,0,300,0.39,151341.74,-1010.43,179.32,0.32,-57.44,154461,130453,0.56,2212,758130.94,2349.73,44,44,0,
7443,1998,0,0,300,0.39,151354.3,-1122.03,185.87,0.31,-56.81,154461,130453,0.56,2212,756406.62,2346.28,44,44,0,
7447,1998,0,0,300,0.39,151366.6,-1161.98,192.42,0.3,-56.19,154461,130453,0.56,2212,754683.19,2342.83,44,44,0,
7451,1998,0,0,300,0.39,151378.65,-1156.56,198.96,0.29,-55.56,154461,130453,0.56,2211,752960.81,2339.38,44,44,0,
7455,1998,0,0,300,0.39,151390.44,-1097.76,205.51,0.29,-54.94,154461,130453,0.56,2211,751239.44,2335.93,44,44,0,
7459,1997,0,0,300,0.39,151401.97,-1016.79,212.05,0.28,-54.31,154461,130453,0.56,2211,749519.06,2332.48,44,44,0,
7463,1997,0,0,300,0.39,151413.25,-982.73,218.59,0.27,-53.69,154461,130453,0.56,2211,747799.88,2329.02,44,44,0,
7467,1997,0,0,300,0.39,151424.26,-1057.4,225.13,0.27,-53.06,154461,130453,0.56,2210,746081.75,2325.57,44,44,0,
7471,1997,0,0,300,0.39,151435,-1046.22,231.67,0.26,-52.44,154461,130453,0.56,2210,744364.75,2322.11,44,44,0,
7475,1996,0,0,300,0.39,151445.48,-1154.96,238.21,0.25,-51.81,154461,130453,0.56,2210,742648.94,2318.66,44,44,0,
7479,1996,0,0,300,0.39,151455.7,-1052.1,244.74,0.24,-51.19,154461,130453,0.56,2210,740934.44,2315.2,44,44,0,
7483,1996,0,0,300,0.39,151465.65,-975.64,251.28,0.24,-50.56,154461,130453,0.56,2209,739221.06,2311.74,44,44,0,
7487,1995,0,0,300,0.39,151475.33,-1154.01,257.81,0.23,-49.94,154461,130453,0.56,2209,737509.06,2308.28,44,44,0,
7491,1995,0,0,300,0.39,151484.73,-1165.14,264.34,0.22,-49.32,154461,130453,0.56,2209,735798.31,2304.82,44,44,0,
7495,1995,0,0,300,0.39,151493.87,-1081.16,270.87,0.21,-48.69,154461,130453,0.56,2209,734088.94,2301.36,44,44,0,
7499,1995,0,0,300,0.39,151502.73,-983.05,277.4,0.21,-48.07,154461,130453,0.56,2208,732380.88,2297.89,44,44,0,
7503,1994,0,0,300,0.39,151511.32,-1081.07,283.92,0.2,-47.45,154461,130453,0.56,2208,730674.25,2294.43,44,44,0,
7507,1994,0,0,300,0.39,151519.64,-1119.81,290.45,0.19,-46.82,154461,130453,0.56,2208,728969.06,2290.97,44,44,0,
7511,1994,0,0,300,0.39,151527.68,-1158.69,296.97,0.18,-46.2,154461,130453,0.56,2208,727265.44,2287.5,44,44,0,
7515,1993,0,0,300,0.39,151535.44,-1164.29,303.49,0.17,-45.58,154461,130453,0.56,2207,725563.12,2284.03,44,44,0,
7519,1993,0,0,300,0.39,151542.92,-1113.08,310.01,0.17,-44.96,154461,130453,0.56,2207,723862.5,2280.56,44,44,0,
7523,1993,0,0,300,0.39,151550.13,-1002.89,316.53,0.16,-44.33,154461,130453,0.56,2207,722163.31,2277.09,44,44,0,
7527,1992,0,0,300,0.39,151557.05,-929.98,323.04,0.15,-43.71,154461,130453,0.56,2206,720465.75,2273.62,44,44,0,
7531,1992,0,0,300,0.39,151563.69,-869.47,329.56,0.14,-43.09,154461,130453,0.56,2206,718769.88,2270.15,44,44,0,
7535,1992,0,0,300,0.39,151570.05,-506.33,336.07,0.14,-42.47,154461,130453,0.56,2206,717075.44,2266.68,44,44,0,
7539,1991,0,0,300,0.39,151576.13,-457.73,342.58,0.13,-41.84,154461,130453,0.56,2205,715382.81,2263.21,44,44,0,
7543,1991,0,0,300,0.39,151581.93,141.23,349.08,0.12,-41.22,154461,130453,0.56,2205,713691.81,2259.73,44,44,0,
7547,1991,0,0,300,0.39,151587.44,191.27,355.59,0.11,-40.6,154461,130453,0.56,2205,712002.56,2256.26,44,44,0,
7551,1990,0,0,300,0.39,151592.66,314.69,362.09,0.1,-39.98,154461,130453,0.56,2205,710315.12,2252.78,44,44,0,
7555,1990,0,0,300,0.39,151597.6,301.54,368.59,0.1,-39.36,154461,130453,0.56,2204,708629.38,2249.3,44,44,0,
7559,1990,0,0,300,0.39,151602.26,200.1,375.09,0.09,-38.74,154461,130453,0.56,2204,706945.44,2245.82,44,44,0,
7563,1989,0,0,300,0.39,151606.62,344.74,381.59,0.08,-38.12,154461,130453,0.56,2204,705263.31,2242.34,44,44,0,
7567,1989,0,0,300,0.39,151610.7,289.04,388.09,0.07,-37.5,154461,130453,0.56,2203,703583.12,2238.86,44,44,0,
7571,1989,0,0,300,0.39,151614.49,-717.76,394.58,0.06,-36.88,154461,130453,0.56,2203,701904.69,2235.38,44,44,0,
7575,1988,0,0,300,0.39,151617.99,-1147.88,401.07,0.06,-36.26,154461,130453,0.56,2203,700228.25,2231.89,44,44,0,
7579,1988,0,0,300,0.39,151621.2,-1193.67,407.56,0.05,-35.64,154461,130453,0.56,2202,698553.69,2228.41,44,44,0,
7583,1988,0,0,300,0.39,151624.13,-1120.21,414.04,0.04,-35.02,154461,130453,0.56,2202,696881.06,2224.92,44,44,0,
7587,1987,0,0,300,0.39,151626.76,-1032.41,420.53,0.03,-34.4,154461,130453,0.56,2202,695210.38,2221.44,44,44,0,
7591,1987,0,0,300,0.39,151629.1,-1066.41,427.01,0.03,-33.78,154461,130453,0.56,2201,693541.81,2217.95,44,44,0,
7595,1986,0,0,300,0.39,151631.15,-1101.27,433.49,0.02,-33.16,154461,130453,0.56,2201,691875.12,2214.46,44,44,0,
7599,1986,0,0,300,0.39,151632.91,-1157.48,439.97,0.01,-32.54,154461,130453,0.56,2201,690210.62,2210.97,44,44,0,
7603,1986,0,0,300,0.39,151634.38,-1106.87,446.44,0,-31.93,154461,130453,0.56,2200,688548.06,2207.48,44,44,0,
7607,1985,0,0,300,0.39,151635.56,-1118.16,452.92,-0.01,-31.31,154461,130453,0.56,2200,686887.69,2203.99,44,44,0,
7611,1985,0,0,300,0.39,151636.45,-1116.9,459.39,-0.01,-30.69,154461,130453,0.56,2199,685229.38,2200.49,44,44,0,
7615,1984,0,0,300,0.39,151637.05,-1068.58,465.85,-0.02,-30.07,154461,130453,0.56,2199,683573.19,2197,44,44,0,
7619,1984,0,0,300,0.39,151637.35,-1064.48,472.32,-0.03,-29.45,154461,130453,0.56,2199,681919.12,2193.5,44,44,0,
7623,1984,0,0,300,0.39,151637.36,-1164.02,478.78,-0.04,-28.84,154461,130453,0.56,2198,680267.19,2190,44,44,0,
7627,1983,0,0,300,0.39,151637.08,-1217.24,485.24,-0.05,-28.22,154461,130453,0.56,2198,678617.56,2186.51,44,44,0,
7631,1983,0,0,300,0.39,151636.51,-1107.13,491.7,-0.05,-27.6,154461,130453,0.56,2198,676970.06,2183.01,44,44,0,
7635,1982,0,0,300,0.39,151635.65,-1079.88,498.16,-0.06,-26.99,154461,130453,0.56,2197,675324.81,2179.5,44,44,0,
7639,1982,0,0,300,0.39,151634.5,-1054,504.61,-0.07,-26.37,154461,130453,0.56,2197,673681.94,2176,44,44,0,
7643,1982,0,0,300,0.39,151633.05,-1064.85,511.06,-0.08,-25.75,154461,130453,0.56,2197,672041.25,2172.5,44,44,0,
7647,1981,0,0,300,0.39,151631.32,-1132.01,517.51,-0.09,-25.14,154461,130453,0.56,2196,670402.75,2168.99,44,44,0,
7651,1981,0,0,300,0.39,151629.29,-1236.39,523.96,-0.09,-24.52,154461,130453,0.56,2196,668766.62,2165.49,44,44,0,
7655,1980,0,0,300,0.39,151626.97,-1144.04,530.4,-0.1,-23.91,154461,130453,0.56,2195,667132.88,2161.98,44,44,0,
7659,1980,0,0,300,0.39,151624.36,-1103.3,536.84,-0.11,-23.29,154461,130453,0.56,2195,665501.38,2158.47,44,44,0,
7663,1980,0,0,300,0.39,151621.46,-1034.26,543.28,-0.12,-22.68,154461,130453,0.56,2195,663872.25,2154.97,44,44,0,
7667,1979,0,0,300,0.39,151618.28,-1072.16,549.72,-0.13,-22.06,154461,130453,0.56,2194,662245.5,2151.45,44,44,0,
7671,1979,0,0,300,0.39,151614.8,-1086.74,556.15,-0.13,-21.45,154461,130453,0.56,2194,660621.12,2147.94,44,44,0,
7675,1978,0,0,300,0.39,151611.03,-1107.15,562.58,-0.14,-20.84,154461,130453,0.56,2193,658999.19,2144.43,44,44,0,
7679,1978,0,0,300,0.39,151606.98,-1074.28,569.01,-0.15,-20.22,154461,130453,0.56,2193,657379.69,2140.92,44,44,0,
7683,1977,0,0,300,0.39,151602.64,-1062.23,575.44,-0.16,-19.61,154461,130453,0.56,2193,655762.56,2137.4,44,44,0,
7687,1977,0,0,300,0.39,151598.01,-1164.93,581.86,-0.16,-18.99,154461,130453,0.56,2192,654147.88,2133.88,44,44,0,
7691,1976,0,0,300,0.39,151593.1,-1042.97,588.28,-0.17,-18.38,154461,130453,0.56,2192,652535.75,2130.36,44,44,0,
7695,1976,0,0,300,0.39,151587.89,-1047.61,594.7,-0.18,-17.77,154461,130453,0.56,2191,650926,2126.85,44,44,0,
7699,1976,0,0,300,0.39,151582.41,-1130.13,601.12,-0.19,-17.16,154461,130453,0.56,2191,649318.81,2123.32,44,44,0,
7703,1975,0,0,300,0.39,151576.64,-1083.17,607.53,-0.19,-16.54,154461,130453,0.56,2191,647714,2119.8,44,44,0,
7707,1975,0,0,300,0.39,151570.58,-993.21,613.94,-0.2,-15.93,154461,130453,0.56,2190,646111.75,2116.28,44,44,0,
7711,1974,0,0,300,0.39,151564.25,-1049.38,620.35,-0.21,-15.32,154461,130453,0.56,2190,644512.06,2112.75,44,44,0,
7715,1974,0,0,300,0.39,151557.63,-943.85,626.75,-0.22,-14.71,154461,130453,0.56,2189,642914.88,2109.23,44,44,0,
7719,1973,0,0,300,0.39,151550.73,-1045,633.15,-0.22,-14.1,154461,130453,0.56,2189,641320.31,2105.7,44,44,0,
7723,1973,0,0,300,0.39,151543.55,-997,639.55,-0.23,-13.48,154461,130453,0.56,2189,639728.25,2102.17,44,44,0,
7727,1973,0,0,300,0.39,151536.09,-977.81,645.95,-0.24,-12.87,154461,130453,0.56,2188,638138.69,2098.64,44,44,0,
7731,1972,0,0,300,0.39,151528.35,203.47,652.35,-0.25,-12.26,154461,130453,0.56,2188,636551.81,2095.11,44,44,0,
7735,1972,0,0,300,0.39,151520.34,51.6,658.74,-0.25,-11.65,154461,130453,0.56,2187,634967.44,2091.58,44,44,0,
7739,1971,0,0,300,0.39,151512.04,-67.32,665.13,-0.26,-11.04,154461,130453,0.56,2187,633385.69,2088.04,44,44,0,
7743,1971,0,0,300,0.39,151503.48,-576.48,671.51,-0.27,-10.43,154461,130453,0.56,2187,631806.5,2084.51,44,44,0,
7747,1970,0,0,300,0.39,151494.64,-871.69,677.9,-0.28,-9.82,154461,130453,0.56,2186,630229.94,2080.97,44,44,0,
7751,1970,0,0,300,0.39,151485.52,-769.71,684.28,-0.28,-9.21,154461,130453,0.56,2186,628656.06,2077.43,44,44,0,
7755,1969,0,0,300,0.39,151476.14,-783.43,690.66,-0.29,-8.6,154461,130453,0.56,2185,627084.75,2073.89,44,44,0,
7759,1969,0,0,300,0.39,151466.48,-369.32,697.03,-0.3,-8,154461,130453,0.56,2185,625516.06,2070.35,44,44,0,
7763,1968,0,0,300,0.39,151456.56,-478.82,703.41,-0.3,-7.39,154461,130453,0.56,2185,623950,2066.81,44,44,0,
7767,1968,0,0,300,0.39,151446.37,-635.44,709.78,-0.31,-6.78,154461,130453,0.56,2184,622386.69,2063.26,44,44,0,
7771,1968,0,0,300,0.39,151435.91,-938.03,716.15,-0.32,-6.17,154461,130453,0.56,2184,620825.88,2059.72,44,44,0,
7775,1967,0,0,300,0.39,151425.18,-1070.33,722.51,-0.32,-5.56,154461,130453,0.56,2183,619267.81,2056.17,44,44,0,
7779,1967,0,0,300,0.39,151414.2,-870.5,728.87,-0.33,-4.96,154461,130453,0.56,2183,617712.38,2052.62,44,44,0,
7783,1966,0,0,300,0.39,151402.95,-867.48,735.23,-0.34,-4.35,154461,130453,0.56,2182,616159.62,2049.07,44,44,0,
