Time,Velocity,GForce,Acceleration,Thrust,TWR,AltitudeFromTerrain,AltitudeFromSea,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,TargetDistance,TargetVelocity,StageDeltaV,VesselDeltaV,Pressure,
1,9,2.92,18.89,17521.09,2.93,99.93,72.42,0,-0.1,-74.56,92,0,0.1,176,0,0,822,3952,100.02,
2,28,2.94,19.06,17524.84,2.97,118.19,72.42,0,-0.1,-74.56,145,0,0.1,179,0,0,833,3974,99.76,
3,48,2.96,19.32,17533,3,157.66,72.42,0,-0.1,-74.56,262,0,0.11,184,0,0,822,3952,99.18,
4,67,2.98,19.52,17545.39,3.04,212.65,72.42,0.01,-0.1,-74.56,427,0,0.13,191,0,0,787,3931,98.37,
5,87,3,19.71,17562.4,3.07,292.55,72.43,0.01,-0.1,-74.56,667,0,0.15,200,0,0,672,3807,97.21,
6,106,3.02,19.86,17578.8,3.1,385.2,71.55,0.02,-0.1,-74.56,948,0,0.17,210,0,0,679,3817,95.88,
7,127,3.03,20.03,17602.7,3.14,506.2,67.69,0.03,-0.1,-74.56,1317,0,0.19,223,0,0,685,3840,94.16,
8,146,3.05,20.2,17630.81,3.18,637.07,67.69,0.03,-0.1,-74.55,1718,0,0.21,236,0,0,648,3796,92.33,
9,167,3.07,20.39,17661.77,3.22,799.8,67.7,0.05,-0.1,-74.55,2221,0,0.23,251,0,0,611,3777,90.1,
10,187,3.08,20.56,17696.46,3.26,969.49,67.71,0.06,-0.1,-74.55,2749,0,0.24,266,0,0,522,3682,87.81,
11,208,3.1,20.71,17733.21,3.31,1174.58,67.73,0.08,-0.1,-74.55,3391,0,0.26,283,0,0,530,3709,85.11,
12,228,3.11,20.82,17773.1,3.35,1383.64,67.74,0.09,-0.1,-74.55,4049,0,0.27,300,0,0,496,3671,82.42,
13,250,3.12,20.93,17814.22,3.4,1626.62,67.76,0.12,-0.1,-74.55,4819,0,0.28,318,0,0,458,3654,79.39,
14,271,3.13,21.05,17848.47,3.44,1885.79,67.79,0.14,-0.1,-74.54,5644,0,0.3,336,0,0,426,3629,76.25,
15,292,3.14,21.16,17893.14,3.49,2165.79,65.75,0.17,-0.1,-74.54,6540,0,0.31,355,0,0,362,3561,72.98,
16,313,3.12,20.97,17937.97,3.54,2466.67,64.32,0.2,-0.1,-74.54,7505,0,0.33,374,0,0,345,3567,69.59,
17,333,3.01,19.98,17984.33,3.6,2787.99,63.36,0.23,-0.1,-74.54,8509,0,0.35,393,0,0,304,3522,66.11,
18,352,2.92,19.1,18029.99,3.65,3128.69,62.58,0.27,-0.1,-74.53,9539,0,0.36,411,0,0,262,3503,62.58,
19,371,2.87,18.73,18076.36,3.71,3487.9,62.82,0.31,-0.1,-74.53,10604,0,0.37,429,0,0,219,3457,59.02,
20,389,2.88,18.81,18121.39,3.76,3865.27,62.65,0.36,-0.1,-74.52,11723,0,0.38,447,0,0,176,3437,55.46,
21,408,2.89,19.01,18157.15,3.81,4260.8,61.7,0.41,-0.1,-74.52,12905,0,0.39,466,0,0,141,3410,51.92,
22,427,2.93,19.34,18201.81,3.87,4674.68,62.49,0.47,-0.1,-74.51,14158,0,0.4,484,0,0,96,3361,48.41,
23,447,2.97,19.81,18244.73,3.93,5107.24,61.71,0.53,-0.1,-74.51,15493,0,0.4,504,0,0,51,3339,44.96,
24,467,3.03,20.42,18287.48,3.99,5558.96,60.72,0.6,-0.1,-74.5,16919,0,0.41,523,0,0,4,3289,41.56,
25,487,3.11,21.21,18328.33,4.06,6030.46,61.2,0.67,-0.1,-74.49,18452,0,0.41,544,0,0,0,3307,38.24,
26,509,3.2,22.11,18368.77,4.12,6522.52,60.39,0.75,-0.1,-74.49,20106,0,0.41,565,0,0,0,3303,35.02,
27,532,3.3,23.11,18407.17,4.19,7036.04,58.42,0.83,-0.09,-74.48,21897,0,0.42,588,0,0,0,3325,31.88,
28,555,3.41,24.19,18437.08,4.24,7572.04,57.55,0.92,-0.09,-74.47,23841,0,0.42,611,0,0,0,3332,28.86,
29,580,3.52,25.24,18473.69,4.31,8131.59,53.36,1.02,-0.09,-74.46,25951,0,0.43,636,0,0,0,3326,25.96,
30,606,3.6,26.11,18508.05,4.39,8715.69,52.5,1.12,-0.09,-74.45,28230,0,0.43,661,0,0,0,3347,23.19,
31,633,3.68,26.91,18541.25,4.46,9325.15,46.9,1.23,-0.09,-74.44,30681,0,0.44,687,0,0,0,3341,20.58,
32,660,3.77,27.78,18571.4,4.53,9960.79,38.93,1.35,-0.09,-74.43,33320,0,0.45,714,0,0,0,3362,18.16,
33,688,3.85,28.56,18599.65,4.61,10623.42,30.59,1.47,-0.09,-74.42,36156,0,0.46,742,0,0,0,3354,15.95,
34,717,3.92,29.33,18624.98,4.69,11313.75,13.6,1.6,-0.09,-74.4,39198,0,0.46,771,0,0,0,3373,13.93,
35,747,4,30.15,18643.67,4.75,12032.53,-7.91,1.74,-0.09,-74.39,42463,0,0.47,801,0,0,0,3378,12.1,
36,778,4.09,31.06,18665.3,4.83,12780.53,-32.6,1.89,-0.09,-74.38,45973,0,0.48,831,0,0,0,3369,10.45,
37,809,4.2,32.11,18684.32,4.92,13558.61,-72.21,2.04,-0.09,-74.36,49759,0,0.48,863,0,0,0,3386,8.97,
38,842,4.31,33.29,18701.64,5.01,14367.79,-134.39,2.2,-0.09,-74.35,53855,0,0.49,896,0,0,0,3377,7.65,
39,876,4.44,34.6,18716.68,5.09,15209.2,-245.83,2.37,-0.09,-74.33,58303,0,0.5,930,0,0,0,3393,6.49,
40,912,4.58,35.95,18730.1,5.19,16084.08,-347.2,2.55,-0.09,-74.31,63139,0,0.5,965,0,0,0,3383,5.47,
41,948,4.72,37.35,18741.57,5.28,16993.69,-414.11,2.74,-0.09,-74.3,68406,0,0.51,1002,0,0,0,3399,4.58,
42,987,4.86,38.78,18749.68,5.35,17939.33,-470.34,2.94,-0.09,-74.28,74147,0,0.52,1040,0,0,0,3400,3.81,
43,1026,5,40.22,18758.63,5.46,18922.34,-534.61,3.15,-0.09,-74.26,80409,0,0.52,1080,0,0,0,3389,3.15,
44,1067,5.14,41.67,18766.05,5.56,19944.02,-586.69,3.37,-0.09,-74.24,87246,0,0.53,1121,0,0,0,3404,2.59,
45,1110,5.29,43.13,18772.41,5.66,21005.69,-613.3,3.61,-0.09,-74.21,94717,0,0.53,1164,0,0,0,3392,2.12,
46,1154,5.43,44.62,18777.69,5.77,22108.68,-656.4,3.85,-0.09,-74.19,102889,0,0.54,1208,0,0,0,3406,1.72,
47,1199,5.58,46.11,18782.2,5.89,23254.3,-697.41,4.11,-0.09,-74.17,111841,0,0.54,1253,0,0,0,3394,1.38,
48,1246,5.73,47.62,18785.82,6,24443.87,-720.2,4.38,-0.09,-74.14,121660,0,0.54,1300,0,0,0,3408,1.1,
49,1294,5.88,49.14,18788.23,6.1,25678.72,-743.83,4.67,-0.09,-74.11,132448,0,0.54,1349,0,0,0,3409,0.88,
50,1312,1.37,5.43,4697.68,1.54,26949.31,-745.19,4.97,-0.09,-74.08,137771,0,0.54,1368,0,0,0,3396,0.7,
51,1317,1.41,5.59,4698.17,1.55,28226.07,-761.33,5.27,-0.09,-74.05,140562,0,0.54,1373,0,0,0,3410,0.55,
52,1323,1.44,5.94,4698.56,1.56,29507.65,-749.93,5.57,-0.09,-74.03,143462,0,0.54,1379,0,0,0,3396,0.44,
53,1329,1.47,6.27,4698.85,1.57,30794.42,-738.33,5.88,-0.09,-74,146462,0,0.54,1385,0,0,0,3410,0.35,
54,1335,1.5,6.54,4699.08,1.58,32086.68,-741.81,6.18,-0.09,-73.97,149557,0,0.54,1391,0,0,0,3397,0.28,
55,1333,0.43,5.13,1499.71,0.71,33382.01,-843.33,6.49,-0.09,-73.94,151088,0,0.52,1390,0,0,1790,1790,0.23,
56,1324,0.06,9.22,5999.09,2.85,34670.78,-867.72,6.79,-0.09,-73.91,150959,0,0.51,1381,0,0,1790,1790,0.19,
57,1316,0.05,9.1,5999.26,2.85,35950.03,-890.19,7.1,-0.09,-73.88,150854,0,0.5,1373,0,0,1791,1791,0.15,
58,1307,0.07,9.24,5999.41,2.85,37219.98,-882.26,7.41,-0.09,-73.85,150722,0,0.5,1364,0,0,1791,1791,0.12,
59,1298,0.08,9.25,5999.52,2.85,38480.83,-894.83,7.71,-0.08,-73.82,150575,0,0.5,1355,0,0,1791,1791,0.1,
60,1289,0.08,9.27,5999.6,2.85,39732.51,-888.63,8.01,-0.08,-73.79,150423,0,0.49,1347,0,0,1791,1791,0.08,
61,1279,0.08,9.26,5999.67,2.85,40975.01,-886.5,8.31,-0.08,-73.76,150262,0,0.48,1338,0,0,1791,1791,0.07,
62,1271,0.08,9.18,5999.72,2.85,42208.43,-876.61,8.6,-0.08,-73.74,150110,0,0.48,1329,0,0,1791,1791,0.06,
63,1262,0.07,9.03,5999.77,2.85,43432.92,-874.01,8.9,-0.08,-73.71,149975,0,0.49,1321,0,0,1792,1792,0.05,
64,1253,0.06,8.93,5999.81,2.85,44648.84,-881.21,9.19,-0.08,-73.68,149853,0,0.5,1313,0,0,1792,1792,0.04,
65,1244,0.04,8.72,5999.85,2.85,45856.25,-864.95,9.48,-0.08,-73.65,149764,0,0.5,1304,0,0,1792,1792,0.03,
66,1236,0.03,8.61,5999.88,2.85,47055.58,-854.24,9.77,-0.08,-73.63,149700,0,0.5,1296,0,0,1793,1793,0.03,
67,1228,0.02,8.5,5999.9,2.85,48247.05,-849.04,10.06,-0.08,-73.6,149651,0,0.49,1288,0,0,1793,1793,0.02,
68,1219,0.03,8.5,5999.92,2.85,49430.92,-844.31,10.34,-0.08,-73.57,149602,0,0.49,1280,0,0,1793,1793,0.02,
69,1211,0.03,8.47,5999.93,2.85,50606.92,-856.67,10.63,-0.08,-73.54,149560,0,0.49,1272,0,0,1793,1793,0.01,
70,1203,0.02,8.4,5999.94,2.85,51774.65,-861.49,10.91,-0.08,-73.52,149519,0,0.49,1264,0,0,1794,1794,0.01,
71,1195,0.02,8.32,5999.96,2.85,52933.88,-869.3,11.19,-0.08,-73.49,149478,0,0.49,1257,0,0,1794,1794,0.01,
72,1186,0.01,8.23,5999.96,2.85,54084.95,-876.38,11.47,-0.08,-73.46,149455,0,0.49,1249,0,0,1794,1794,0.01,
73,1178,0.01,8.18,5999.97,2.85,55228.1,-875.17,11.74,-0.08,-73.44,149437,0,0.5,1241,0,0,1794,1794,0.01,
74,1171,0.01,8.14,5999.98,2.85,56363.31,-880.26,12.02,-0.08,-73.41,149423,0,0.5,1234,0,0,1794,1794,0,
75,1163,0.01,8.1,5999.98,2.85,57490.6,-881.46,12.29,-0.08,-73.38,149412,0,0.5,1226,0,0,1794,1794,0,
76,1155,0,8.04,5999.98,2.85,58610.02,-885.86,12.56,-0.08,-73.36,149405,0,0.5,1218,0,0,1794,1794,0,
77,1147,0,8.01,5999.99,2.85,59721.63,-876.46,12.83,-0.08,-73.33,149400,0,0.5,1211,0,0,1794,1794,0,
78,1139,0,7.98,5999.99,2.85,60825.47,-887.32,13.1,-0.08,-73.31,149396,0,0.5,1204,0,0,1794,1794,0,
79,1131,0,7.94,5999.99,2.85,61921.56,-895.27,13.37,-0.08,-73.28,149393,0,0.5,1196,0,0,1794,1794,0,
80,1124,0,7.92,5999.99,2.85,63009.94,-892.02,13.64,-0.08,-73.26,149390,0,0.5,1189,0,0,1794,1794,0,
81,1116,0,7.89,6000,2.85,64090.63,-884.07,13.9,-0.08,-73.23,149388,0,0.5,1182,0,0,1794,1794,0,
82,1108,0,7.87,6000,2.85,65163.65,-887.69,14.17,-0.08,-73.21,149386,0,0.5,1174,0,0,1794,1794,0,
83,1101,0,7.84,6000,2.85,66229.04,-886.65,14.43,-0.08,-73.18,149383,0,0.5,1167,0,0,1794,1794,0,
84,1093,0,7.81,6000,2.85,67286.83,-889.94,14.69,-0.08,-73.16,149381,0,0.5,1160,0,0,1794,1794,0,
85,1085,0,7.79,6000,2.85,68337.06,-898.66,14.95,-0.08,-73.13,149378,0,0.5,1153,0,0,1794,1794,0,
86,1078,0,7.74,6000,2.85,69379.75,-914,15.2,-0.07,-73.11,149378,0,0.5,1145,0,0,1794,1794,0,
87,1070,0,7.73,6000,2.85,70414.9,-921.59,15.46,-0.07,-73.08,149378,0,0.5,1138,0,0,1794,1794,0,
88,1062,0,0,6000,2.85,71518.69,-918.44,15.74,-0.07,-73.06,149378,0,0.5,1131,0,0,1794,1794,0,
89,1054,0,0,6000,2.85,72669.1,-926.53,16.02,-0.07,-73.03,149378,0,0.5,1123,0,0,1794,1794,0,
90,1047,0,0,6000,2.85,73656.93,-940.82,16.27,-0.07,-73,149378,0,0.5,1116,0,0,1794,1794,0,
91,1039,0,0,6000,2.85,74615.25,-949.46,16.51,-0.07,-72.98,149378,0,0.5,1109,0,0,1794,1794,0,
92,1032,0,0,6000,2.85,75596.22,-954.83,16.75,-0.07,-72.96,149378,0,0.5,1102,0,0,1794,1794,0,
93,1024,0,0,6000,2.85,76696.17,-954.07,17.03,-0.07,-72.93,149378,0,0.5,1094,0,0,1794,1794,0,
94,1016,0,0,6000,2.85,77753.79,-948.32,17.3,-0.07,-72.91,149378,0,0.5,1087,0,0,1794,1794,0,
95,1007,0,0,6000,2.85,78897.81,-951.8,17.59,-0.07,-72.88,149378,0,0.5,1079,0,0,1794,1794,0,
96,1002,0,0,6000,2.85,79589.37,-948.96,17.76,-0.07,-72.86,149378,0,0.5,1074,0,0,1794,1794,0,
97,994,0,0,6000,2.85,80677,-960.77,18.04,-0.07,-72.84,149378,0,0.5,1066,0,0,1794,1794,0,
98,985,0,0,6000,2.85,81902.81,-961.73,18.35,-0.07,-72.81,149378,0,0.5,1057,0,0,1794,1794,0,
99,976,0,0,6000,2.85,82987.23,-956.36,18.63,-0.07,-72.78,149378,0,0.5,1050,0,0,1794,1794,0,
100,971,0,0,6000,2.85,83615.39,-963,18.79,-0.07,-72.76,149378,0,0.5,1045,0,0,1794,1794,0,
101,960,0,0,6000,2.85,85038.89,-966.4,19.15,-0.07,-72.73,149378,0,0.5,1035,0,0,1794,1794,0,
102,957,0,0,6000,2.85,85428.85,-963.79,19.25,-0.07,-72.72,149378,0,0.5,1032,0,0,1794,1794,0,
103,948,0,0,6000,2.85,86678.2,-965.08,19.58,-0.07,-72.69,149378,0,0.5,1023,0,0,1794,1794,0,
104,941,0,0,6000,2.85,87575.77,-951.47,19.81,-0.07,-72.67,149378,0,0.5,1016,0,0,1794,1794,0,
105,929,0,0,6000,2.85,89015.81,-946.63,20.19,-0.07,-72.63,149378,0,0.5,1006,0,0,1794,1794,0,
106,921,0,0,6000,2.85,90036.15,-951.82,20.45,-0.07,-72.6,149378,0,0.5,998,0,0,1794,1794,0,
107,917,0,0,6000,2.85,90563.86,-952.97,20.59,-0.07,-72.59,149378,0,0.5,994,0,0,1794,1794,0,
108,908,0,0,6000,2.85,91653.28,-954.21,20.88,-0.07,-72.56,149378,0,0.5,986,0,0,1794,1794,0,
110,899,0,0,6000,2.85,92786.72,-960.74,21.18,-0.07,-72.54,149378,0,0.5,977,0,0,1794,1794,0,
111,889,0,0,6000,2.85,93962.44,-959.38,21.49,-0.07,-72.51,149378,0,0.5,969,0,0,1794,1794,0,
112,884,0,0,6000,2.85,94565.56,-960.27,21.66,-0.07,-72.49,149378,0,0.5,964,0,0,1794,1794,0,
113,874,0,0,6000,2.85,95801.24,-947.68,21.99,-0.06,-72.46,149378,0,0.5,955,0,0,1794,1794,0,
115,864,0,0,6000,2.85,97074.49,-960.27,22.33,-0.06,-72.43,149378,0,0.5,945,0,0,1794,1794,0,
116,853,0,0,6000,2.85,98383.33,-952.18,22.69,-0.06,-72.39,149378,0,0.5,935,0,0,1794,1794,0,
118,841,0,0,6000,2.85,99725.72,-950.2,23.06,-0.06,-72.36,149378,0,0.5,924,0,0,1794,1794,0,
119,829,0,0,6000,2.85,101099.46,-949.07,23.44,-0.06,-72.32,149378,0,0.5,913,0,0,1794,1794,0,
121,816,0,0,6000,2.85,102626.63,-945.9,23.86,-0.06,-72.28,149378,0,0.5,901,0,0,1794,1794,0,
123,804,0,0,6000,2.85,104078.88,-958.98,24.27,-0.06,-72.24,149378,0,0.5,890,0,0,1794,1794,0,
125,791,0,0,6000,2.85,105458.82,-963.33,24.66,-0.06,-72.2,149378,0,0.5,879,0,0,1794,1794,0,
127,780,0,0,6000,2.85,106768.84,-972.94,25.04,-0.06,-72.17,149378,0,0.5,868,0,0,1794,1794,0,
128,774,0,0,6000,2.85,107398.42,-977.93,25.22,-0.06,-72.15,149378,0,0.5,863,0,0,1794,1794,0,
129,763,0,0,6000,2.85,108608.06,-973.96,25.57,-0.06,-72.12,149378,0,0.5,853,0,0,1794,1794,0,
131,753,0,0,6000,2.85,109753.6,-988.3,25.91,-0.06,-72.08,149378,0,0.5,844,0,0,1794,1794,0,
133,742,0,0,6000,2.85,110837.13,-991.8,26.23,-0.06,-72.05,149378,0,0.5,835,0,0,1794,1794,0,
134,733,0,0,6000,2.85,111860.66,-988.98,26.53,-0.06,-72.02,149378,0,0.5,826,0,0,1794,1794,0,
136,724,0,0,6000,2.85,112826.18,-985.11,26.82,-0.06,-72,149378,0,0.5,818,0,0,1794,1794,0,
137,715,0,0,6000,2.85,113735.47,-974.48,27.1,-0.06,-71.97,149378,0,0.5,810,0,0,1794,1794,0,
138,707,0,0,6000,2.85,114590.3,-965.83,27.36,-0.06,-71.95,149378,0,0.5,803,0,0,1794,1794,0,
139,699,0,0,6000,2.85,115392.34,-968.05,27.61,-0.06,-71.92,149378,0,0.5,796,0,0,1794,1794,0,
141,692,0,0,6000,2.85,116143.14,-962.95,27.84,-0.06,-71.9,149378,0,0.5,789,0,0,1794,1794,0,
142,685,0,0,6000,2.85,116844.17,-953.78,28.06,-0.06,-71.88,149378,0,0.5,783,0,0,1794,1794,0,
143,678,0,0,6000,2.85,117496.86,-949.73,28.27,-0.06,-71.86,149378,0,0.5,777,0,0,1794,1794,0,
144,672,0,0,6000,2.85,118102.45,-956.88,28.46,-0.06,-71.84,149378,0,0.5,772,0,0,1794,1794,0,
145,664,0,0,6000,2.85,118925.27,-953.15,28.73,-0.05,-71.81,149378,0,0.5,765,0,0,1794,1794,0,
146,661,0,0,6000,2.85,119177.3,-953.65,28.81,-0.05,-71.81,149378,0,0.5,762,0,0,1794,1794,0,
147,652,0,0,6000,2.85,120077.49,-953.44,29.1,-0.05,-71.78,149378,0,0.5,754,0,0,1794,1794,0,
148,648,0,0,6000,2.85,120464.46,-948.24,29.23,-0.05,-71.77,149378,0,0.5,751,0,0,1794,1794,0,
149,643,0,0,6000,2.85,120968.3,-945.89,29.39,-0.05,-71.75,149378,0,0.5,746,0,0,1794,1794,0,
150,637,0,0,6000,2.85,121500.67,-939.51,29.57,-0.05,-71.73,149378,0,0.5,741,0,0,1794,1794,0,
151,631,0,0,6000,2.85,122088.67,-937.09,29.77,-0.05,-71.72,149378,0,0.5,736,0,0,1794,1794,0,
152,624,0,0,6000,2.85,122670.17,-928.94,29.96,-0.05,-71.7,149378,0,0.5,731,0,0,1794,1794,0,
153,617,0,0,6000,2.85,123359.41,-937.01,30.2,-0.05,-71.67,149378,0,0.5,724,0,0,1794,1794,0,
154,611,0,0,6000,2.85,123926.65,-940.97,30.39,-0.05,-71.66,149378,0,0.5,719,0,0,1794,1794,0,
155,606,0,0,6000,2.85,124375.79,-949.27,30.55,-0.05,-71.64,149378,0,0.5,715,0,0,1794,1794,0,
156,600,0,0,6000,2.85,124931.41,-960.61,30.74,-0.05,-71.62,149378,0,0.5,709,0,0,1794,1794,0,
157,594,0,0,6000,2.85,125480.57,-953.34,30.94,-0.05,-71.6,149378,0,0.5,704,0,0,1794,1794,0,
158,588,0,0,6000,2.85,126023.3,-953.41,31.13,-0.05,-71.59,149378,0,0.5,699,0,0,1794,1794,0,
159,581,0,0,6000,2.85,126559.61,-965.74,31.32,-0.05,-71.57,149378,0,0.5,694,0,0,1794,1794,0,
160,574,0,0,6000,2.85,127178.93,-981.85,31.54,-0.05,-71.55,149378,0,0.5,688,0,0,1794,1794,0,
161,569,0,0,6000,2.85,127659.76,-979.31,31.72,-0.05,-71.53,149378,0,0.5,683,0,0,1794,1794,0,
162,565,0,0,6000,2.85,128021.97,-983.64,31.85,-0.05,-71.52,149378,0,0.5,680,0,0,1794,1794,0,
163,559,0,0,6000,2.85,128528.9,-981.7,32.04,-0.05,-71.5,149378,0,0.5,675,0,0,1794,1794,0,
164,552,0,0,6000,2.85,129066.74,-973.18,32.24,-0.05,-71.48,149378,0,0.5,669,0,0,1794,1794,0,
165,547,0,0,6000,2.85,129492.42,-967.68,32.4,-0.05,-71.46,149378,0,0.5,665,0,0,1794,1794,0,
166,541,0,0,6000,2.85,130000.42,-959.43,32.6,-0.05,-71.45,149378,0,0.5,660,0,0,1794,1794,0,
167,535,0,0,6000,2.85,130457.55,-954.79,32.77,-0.05,-71.43,149378,0,0.5,655,0,0,1794,1794,0,
168,530,0,6.66,6000,2.85,130912.53,-962.66,32.95,-0.05,-71.41,149378,0,0.5,651,0,0,1794,1794,0,
169,524,0,6.6,6000,2.85,131387.57,-960.78,33.14,-0.05,-71.39,149378,0,0.5,646,0,0,1794,1794,0,
170,518,0,6.6,6000,2.85,131856.24,-970.72,33.33,-0.05,-71.38,149378,0,0.5,641,0,0,1794,1794,0,
171,512,0,6.59,6000,2.85,132318.57,-974.84,33.51,-0.05,-71.36,149378,0,0.5,636,0,0,1794,1794,0,
172,506,0,6.58,6000,2.85,132774.58,-972.7,33.7,-0.05,-71.34,149378,0,0.5,632,0,0,1794,1794,0,
173,501,0,6.57,6000,2.85,133224.26,-969.73,33.88,-0.05,-71.32,149378,0,0.5,627,0,0,1794,1794,0,
174,495,0,6.56,6000,2.85,133667.65,-976.63,34.07,-0.05,-71.3,149378,0,0.5,622,0,0,1794,1794,0,
175,489,0,6.55,6000,2.85,134113.41,-977.74,34.26,-0.05,-71.29,149378,0,0.5,618,0,0,1794,1794,0,
176,483,0,6.55,6000,2.85,134535.54,-984.67,34.44,-0.05,-71.27,149378,0,0.5,613,0,0,1794,1794,0,
177,478,0,6.54,6000,2.85,134960.06,-995.65,34.62,-0.05,-71.25,149378,0,0.5,609,0,0,1794,1794,0,
178,472,0,6.53,6000,2.85,135378.3,-1011.97,34.8,-0.04,-71.23,149378,0,0.5,604,0,0,1794,1794,0,
179,466,0,6.52,6000,2.85,135790.28,-1029.37,34.99,-0.04,-71.22,149378,0,0.5,600,0,0,1794,1794,0,
180,461,0,6.52,6000,2.85,136196,-1036.81,35.17,-0.04,-71.2,149378,0,0.5,595,0,0,1794,1794,0,
181,455,0,6.51,6000,2.85,136595.45,-1051.02,35.35,-0.04,-71.18,149378,0,0.5,591,0,0,1794,1794,0,
182,449,0,6.5,6000,2.85,136988.66,-1063.97,35.53,-0.04,-71.17,149378,0,0.5,586,0,0,1794,1794,0,
183,444,0,6.5,6000,2.85,137375.62,-1071.68,35.71,-0.04,-71.15,149378,0,0.5,582,0,0,1794,1794,0,
184,438,0,6.49,6000,2.85,137756.35,-1076.92,35.9,-0.04,-71.13,149378,0,0.5,578,0,0,1794,1794,0,
185,436,1.11,12.63,2307.69,1.1,138138.23,-1074.33,36.08,-0.04,-71.11,149395,0,0.73,579,0,0,1790,1790,0,
186,436,1.11,12.73,2307.69,1.1,138499.01,-1076.26,36.27,-0.04,-71.09,149418,0,0.99,583,0,0,1779,1779,0,
187,437,1.12,12.84,2307.69,1.11,138861.01,-1078.33,36.47,-0.04,-71.08,149429,0,1.19,587,0,0,1768,1768,0,
188,438,1.12,12.88,2307.69,1.11,139223.67,-1085.56,36.68,-0.04,-71.06,149440,0,1.32,592,0,0,1758,1758,0,
189,439,1.13,12.91,2307.69,1.12,139565.84,-1078.43,36.89,-0.04,-71.04,149450,0,1.41,597,0,0,1747,1747,0,
190,441,1.13,12.94,2307.69,1.12,139908.73,-1076.97,37.11,-0.04,-71.01,149462,0,1.49,602,0,0,1737,1737,0,
191,443,1.14,12.96,2307.69,1.13,140245.34,-1068.96,37.34,-0.04,-70.99,149474,0,1.58,608,0,0,1728,1728,0,
192,446,1.14,12.97,2307.69,1.13,140575.71,-1062.83,37.59,-0.04,-70.97,149490,0,1.69,613,0,0,1717,1717,0,
193,449,1.15,12.91,2307.69,1.13,140906.35,-1053.59,37.84,-0.04,-70.94,149512,0,1.86,620,0,0,1706,1706,0,
194,452,1.15,13.04,2307.69,1.14,141218.07,-1052.12,38.09,-0.03,-70.92,149532,0,2.09,626,0,0,1695,1695,0,
195,456,1.15,13.21,2307.69,1.14,141530.16,-1052.52,38.36,-0.03,-70.9,149536,0,2.36,632,0,0,1684,1684,0,
196,460,1.16,13.19,2307.69,1.15,141835.8,-1050.06,38.64,-0.03,-70.87,149539,0,2.61,638,0,0,1673,1673,0,
197,464,1.16,13.25,2307.69,1.15,142140.82,-1043.71,38.93,-0.03,-70.84,149546,0,2.85,645,0,0,1662,1662,0,
198,468,1.17,13.38,2307.69,1.16,142433.5,-1049.67,39.22,-0.03,-70.81,149543,0,3.07,652,0,0,1651,1651,0,
199,473,1.17,13.46,2307.69,1.16,142719.74,-1040.85,39.52,-0.02,-70.78,149533,0,3.29,659,0,0,1642,1642,0,
200,478,1.18,13.52,2307.69,1.17,142993.86,-1044.91,39.82,-0.02,-70.76,149521,0,3.5,666,0,0,1631,1631,0,
201,483,1.18,13.6,2307.69,1.17,143267.03,-1049.85,40.14,-0.02,-70.73,149506,0,3.7,674,0,0,1620,1620,0,
202,489,1.19,13.68,2307.69,1.18,143538.77,-1053.46,40.48,-0.01,-70.69,149487,0,3.9,681,0,0,1608,1608,0,
203,495,1.19,13.76,2307.69,1.18,143798.37,-1043.66,40.81,-0.01,-70.66,149464,0,4.09,689,0,0,1597,1597,0,
204,501,1.19,13.84,2307.69,1.19,144046.17,-1040.56,41.15,-0.01,-70.63,149439,0,4.27,697,0,0,1586,1586,0,
205,508,1.2,13.92,2307.69,1.19,144292.22,-1026.19,41.5,0,-70.6,149409,0,4.44,705,0,0,1576,1576,0,
206,515,1.2,14,2307.69,1.19,144531.31,-1028.12,41.87,0,-70.56,149376,0,4.6,713,0,0,1565,1565,0,
207,522,1.21,14.08,2307.69,1.2,144763.38,-1014.34,42.24,0,-70.53,149340,0,4.75,722,0,0,1553,1553,0,
208,529,1.21,14.16,2307.69,1.2,144988.36,-1002.75,42.62,0.01,-70.49,149301,0,4.89,731,0,0,1541,1541,0,
209,536,1.22,14.24,2307.69,1.21,145206.19,-999.97,43.01,0.01,-70.45,149260,0,5.02,740,0,0,1530,1530,0,
210,544,1.22,14.32,2307.69,1.22,145420.94,-977.74,43.42,0.02,-70.41,149216,0,5.14,749,0,0,1518,1518,0,
211,552,1.23,14.39,2307.69,1.22,145620.13,-994.05,43.82,0.02,-70.38,149171,0,5.25,758,0,0,1506,1506,0,
212,561,1.23,14.47,2307.69,1.23,145819.97,-1001.76,44.24,0.03,-70.34,149123,0,5.36,768,0,0,1494,1494,0,
213,569,1.24,14.55,2307.69,1.23,146004.71,-985.49,44.66,0.03,-70.3,149076,0,5.45,777,0,0,1485,1485,0,
214,578,1.25,14.63,2307.69,1.24,146185.85,-986.67,45.09,0.04,-70.25,149026,0,5.53,787,0,0,1473,1473,0,
215,587,1.25,14.7,2307.69,1.24,146359.47,-981.63,45.54,0.05,-70.21,148975,0,5.61,797,0,0,1461,1461,0,
216,596,1.26,14.77,2307.69,1.25,146525.53,-976.88,45.99,0.05,-70.17,148924,0,5.67,807,0,0,1449,1449,0,
217,606,1.26,14.85,2307.69,1.25,146683.98,-978.21,46.46,0.06,-70.12,148873,0,5.73,817,0,0,1436,1436,0,
