,Высота,Скорость,Ускорение по x,Ускорение по y
72,60699.17378366983,1386.519521638207,-4.930157280344268e-16,-8.051557859420097
73,62073.63829266733,1378.4679637787867,-0.41962434909446805,-8.006909562570504
74,63440.12889620324,1370.4611184590453,-0.8346223648269547,-7.940901360608774
75,64798.72210691998,1362.520730144128,-1.2439330657027141,-7.853884277734878
76,66149.51524534973,1354.6685720591988,-1.6465184543730034,-7.746260296255153
77,67492.62601312013,1346.9263852315034,-2.0413658375180854,-7.618481022452889
78,68828.19201725101,1339.315813506071,-2.4274900802179813,-7.471046256543115
79,70156.37024701924,1331.8583345997426,-2.8039357916010315,-7.304502468803403
80,71477.33650496104,1324.5751873289698,-3.169779438492464,-7.1194411840195295
81,72791.28479367262,1317.4872952252729,-3.524131383712549,-6.916497276454651
82,74098.42666015714,1310.6151868375116,-3.8661378455996593,-6.696347177643488
